userId,transactionId,amount,txn_date,txn_latitude,txn_longitude,is_anomaly
user_1505,d617e3f2-f518-4385-becd-de53880bafbd,12143.56,25-06-2025 06:13,13.248317,77.812549,FALSE
user_4,a09d2ac7-dec8-46f3-8169-38170219ac5e,16778.6,14-05-2024 08:05,12.506402,77.669705,FALSE
user_919,f69ac211-13e6-4d8f-b28d-311d5a323218,17831.94,13-07-2025 11:40,13.276461,77.726925,FALSE
user_211,4760fdd3-ae05-4ba8-b4e0-df2804a250d4,18525.45,21-08-2025 04:14,12.699103,77.02848,FALSE
user_2084,3da3aac1-1a15-4728-9aee-ef29ab5f1575,502.54,21-01-2024 14:43,13.576233,77.374679,FALSE
user_2751,a6ac5df0-01c8-4ef0-8fec-ccb6728566aa,16422.53,16-01-2024 10:25,12.169065,77.460218,FALSE
user_2992,54992ba4-bcb6-4729-be8d-9f313061446a,4731.01,29-07-2025 18:37,13.630113,77.933665,FALSE
user_1032,e641e421-d44b-4dcd-9473-11aa88c7fc7f,16740.18,06-05-2024 05:13,12.433924,77.454851,FALSE
user_2570,521a06e7-6f76-40e3-aa93-3d49f977e0c2,12208.81,12-10-2024 17:09,12.045516,77.035053,FALSE
user_1504,1d38d21f-df48-40fb-a588-fb3e897509aa,2207.19,24-04-2024 17:19,13.652238,77.324509,FALSE
user_233,d1461675-91d6-4519-b2ed-803d0e37bfc2,19218.62,25-04-2024 03:39,13.329447,77.109389,FALSE
user_316,bd4f513c-b711-40ea-b0db-0fbcb187c665,7823.99,17-10-2023 17:24,12.992653,77.082002,TRUE
user_1113,8a427376-6470-494d-95de-9c080048379f,6411.43,30-05-2024 12:51,13.670291,77.006704,FALSE
user_701,0e3175db-3732-44dd-a9e3-bf919437347d,8655.47,25-03-2024 19:02,13.221397,77.962767,FALSE
user_1984,28a90fde-0809-4ccf-8ac3-a9bb34a2cc02,6197.43,01-07-2025 23:57,12.821654,77.820128,FALSE
user_428,24fa9ece-c3bf-4acb-ad2b-0fce1d3dcf48,9806.36,12-12-2023 11:33,13.651309,77.129693,FALSE
user_129,b55a822d-4f09-4f32-bb6d-938df32b5a41,10252.56,14-06-2025 22:36,13.958009,77.64339,FALSE
user_1107,8bf267a7-dc7d-4f49-bc61-796f99cd8ac8,5616.19,28-09-2023 16:07,13.282446,77.528587,FALSE
user_1858,a74f371f-204b-49e1-98d5-45ebe848e3c0,7640.16,21-11-2024 18:09,12.718853,77.986958,FALSE
user_1479,07cda91d-6e59-46d8-9915-249992049fa6,6514.5,11-03-2024 01:29,12.012944,77.234587,FALSE
user_565,39a18afe-8567-48f1-bbf7-6af3a1ede352,10720.84,11-08-2024 15:50,13.262746,77.35494,FALSE
user_121,f545054c-d679-49c8-8a6f-16f9b5905f7a,497.04,19-01-2024 19:32,12.156911,77.22832,FALSE
user_2848,3fa7c73b-d2a7-471f-bf83-ab396c02e6d0,12263.78,14-09-2025 08:29,12.841091,77.238953,FALSE
user_1201,115a19ca-b1b5-4f2c-b025-f13753712235,8792.15,24-04-2025 22:54,12.240817,77.046277,FALSE
user_1206,df63a04d-9796-4047-a30d-d1cc6ef7a56c,14939.91,14-01-2024 22:00,13.314552,77.399199,FALSE
user_2919,8a22b87e-9a7d-49f5-9081-d20f8375bbbf,6254.6,26-10-2024 17:05,12.858236,77.591746,FALSE
user_228,4af71f1e-c353-4bbf-b13d-8d26e728f740,8846.61,16-11-2023 07:26,12.035951,77.06846,FALSE
user_1104,cece6426-b155-4656-b897-828d62c4cc33,16783.08,21-07-2024 00:25,12.612073,77.19053,FALSE
user_1676,daed0838-ee36-4bb9-a7b8-90c6190f1d1f,11517.95,18-07-2024 17:22,13.929379,77.630609,FALSE
user_1547,0082f016-21bb-458b-9bac-156a929f7a49,16390.61,10-05-2024 00:12,12.712101,77.82565,FALSE
user_1224,1df8cb95-1f65-4ef9-8b73-71a478137e52,17080.81,21-03-2024 10:20,12.146922,77.732999,TRUE
user_2742,be2cc6b9-490f-40b0-8c55-8393c236cb35,9769.88,07-10-2024 20:26,12.910423,77.325824,FALSE
user_2993,4f1c68ee-01ec-410f-9712-675fa19ebfdf,3156.72,11-09-2024 11:55,13.400075,77.56933,FALSE
user_1121,58090c8c-648e-4e5e-b09b-33ceac0c2d54,13360.3,26-02-2024 20:42,13.565985,77.263913,FALSE
user_2621,d688cc3c-64d3-49cc-abd7-d18f35fb8ebc,10227.96,02-09-2024 04:22,12.733639,77.179755,FALSE
user_2233,a2bb0bbb-18d0-4723-a063-8c4047ac41ef,5993.19,11-05-2025 06:59,12.08503,77.932068,FALSE
user_764,8a906a20-3fd2-448c-8442-d1494b8f6af7,12544.1,01-05-2024 23:56,12.121702,77.129998,FALSE
user_1603,e5a5fc51-473e-474d-a9e2-02fcc673b979,5537.22,16-02-2024 01:31,12.275861,77.959017,TRUE
user_1889,1defa4e7-723a-4b79-8d99-22440f706de0,9261.08,22-09-2024 06:55,13.626187,77.990708,FALSE
user_2965,5b992722-7da7-4287-8e5d-263e7dfbbce2,18205.16,31-08-2025 11:26,13.567861,77.462634,FALSE
user_1506,32bf8aaf-2d4a-48bb-a955-51a641213fd2,8908.02,26-10-2024 14:48,12.528111,77.740472,FALSE
user_1164,24fd764a-30c1-42f7-a933-9823c83ef1ab,14009.17,15-10-2023 12:28,13.20962,77.642041,FALSE
user_2802,9ad48cc6-d054-45ff-9dad-1e19e938800b,13107.95,06-02-2024 14:33,12.097757,77.677251,FALSE
user_39,0208a135-fa28-462e-94f1-30ce5a4ecbb6,140.96,06-07-2024 11:47,12.406686,77.2528,FALSE
user_2428,0203516a-a450-46ca-9912-f1b08a918849,7673.77,12-10-2024 06:57,13.954906,77.533395,FALSE
user_583,9719ed97-1bf1-4367-948a-656ec6dedb70,57.47,12-10-2023 05:01,12.157297,77.692807,FALSE
user_2087,c7f849b7-7c5b-4dc9-97f9-b8f231b2b2e3,11310.23,05-07-2024 18:39,13.52721,77.312631,FALSE
user_377,ff82eee1-fb80-4a85-a2d2-b4ed00027db6,184.15,10-10-2024 20:28,13.287494,77.59132,FALSE
user_1062,2dcd52e6-8ecd-42ab-9107-0b437c1ee034,13308.09,12-05-2025 09:03,12.004546,77.806761,FALSE
user_1733,a03bf597-d011-43ae-a140-3a469a0e3546,4052.41,11-04-2024 18:56,13.600857,77.742036,FALSE
user_1266,16471296-e2b8-43a4-9181-52fbd2697b20,16209.08,18-08-2025 07:42,12.680646,77.255916,FALSE
user_2432,7e13ec88-525d-43fb-8daf-ce93e7413e9c,5682.19,05-06-2025 12:37,13.021458,77.702135,FALSE
user_241,f9c0cbcb-cca2-4eb0-966b-ac1e8e76ac3f,5438.9,07-06-2024 00:57,12.191187,77.775465,FALSE
user_1418,75c4bfdb-bdf5-4953-9496-ebfc4d45aa82,13317.25,02-04-2025 09:34,12.310015,77.567512,FALSE
user_2940,e27e0294-c045-4622-aed5-d290dfa88f26,13316.7,11-10-2024 12:36,12.216195,77.335395,FALSE
user_200,804a517c-ce58-41c0-abfe-e485b0820325,19623.63,22-09-2023 12:36,12.142281,77.469941,FALSE
user_2033,0bfecaab-6910-4d55-8779-3a0b608f0fdf,17319.98,20-01-2025 18:21,13.036377,77.653191,FALSE
user_172,5bb4b49c-4b22-47a7-82f3-1e8e7fe277cd,8722.98,05-06-2024 12:59,12.893519,77.45469,FALSE
user_809,b1869e72-e7fe-46f1-be8c-cacb6494043c,12170.09,29-09-2024 19:11,12.354334,77.43764,TRUE
user_2535,d52444d1-fbfa-463d-b1c7-2e831aee2be7,6333.26,31-07-2025 04:10,12.240996,77.838053,FALSE
user_368,48fddea0-b757-412a-9b2d-2315a2a7fc7c,8919.24,03-08-2024 15:56,12.61355,77.683024,FALSE
user_2637,31a7e753-48ec-45f9-aaaa-c73a902304b4,18215.29,13-10-2023 06:35,12.317526,77.631309,FALSE
user_2964,950e92cc-948e-4843-8753-6a8721f74785,13099.38,02-07-2025 13:59,13.123488,77.546229,FALSE
user_70,fcac33f6-c3d7-48ae-a1f1-e6a4d108522a,4240.24,20-01-2024 05:34,13.609605,77.76395,FALSE
user_2480,aef17912-447f-461e-aa84-943b9b50f5c5,15647.54,30-05-2025 11:10,13.158571,77.135914,FALSE
user_1717,b2116349-7834-474e-b71a-5175c67864a4,18156.78,01-12-2024 12:54,12.372229,77.751906,FALSE
user_287,9f6027f0-4531-4e64-b460-322cb9bc8c16,17219.55,17-09-2024 18:38,12.24123,77.929203,FALSE
user_507,946d789d-f490-410e-96a5-8df22832b1a0,14848.19,01-03-2025 10:54,12.583056,77.348978,FALSE
user_242,7a717d05-6fd0-46c9-a77c-3cf44c715137,7087.54,08-05-2025 11:33,13.697229,77.396337,FALSE
user_1741,ccd0340e-6cf1-4152-a84f-8f41dc51ef91,16591.52,28-03-2024 08:57,12.456741,77.532725,FALSE
user_1818,0a2c1792-0d40-4dd9-abaa-641452de5b36,1825.7,12-08-2025 20:00,12.412049,77.192291,FALSE
user_624,b6225fb6-8ed1-4ae3-9d51-64412c2c3251,12011.68,11-02-2024 08:43,13.833674,77.752826,FALSE
user_2268,ce76cdba-d9b6-4396-bc6e-9987e731b78a,15645.05,19-04-2024 02:33,13.671423,77.510867,FALSE
user_954,8b9e9695-f96d-468e-9255-fdabc22528ff,6786.9,07-05-2025 17:07,12.298398,77.128328,FALSE
user_1083,092c2c8e-70b1-4b97-8ed6-8e1516482b0b,11519.9,16-08-2024 13:59,12.387628,77.944279,FALSE
user_2687,b80d6d69-d162-47d0-9740-ed9ea708097c,6998.53,28-12-2024 10:50,13.317678,77.517443,FALSE
user_2843,329029b5-a756-4e26-bd97-a589e5d12fcf,18352.24,18-11-2024 11:10,13.473779,77.483292,FALSE
user_283,9b741b34-3adb-4ef8-96b4-1b84eaabab5b,7949.2,24-11-2023 08:20,12.4216,77.575371,FALSE
user_2891,43b5df1b-55b5-4eec-ae9a-b9a5d80e2f42,8102.21,28-03-2025 09:34,12.986988,77.739931,FALSE
user_1675,8b82db9b-285a-4560-b3e8-4c24b75a2b9f,4318.5,05-08-2024 00:56,13.553046,77.715764,FALSE
user_57,4b0e3351-7831-43bd-a865-6340bad58e39,5353.62,05-10-2023 02:19,12.117618,77.425133,FALSE
user_2816,5ecd2687-ca1e-4130-8ab6-5f964904305b,724.06,19-08-2024 20:40,12.847053,77.85313,FALSE
user_1681,e990ed55-29db-4a4b-90df-2b1f9b834f84,9577.96,08-12-2023 19:42,12.669681,77.408181,FALSE
user_1496,2fb9b136-2f27-4eea-ba33-7c0480ad7a1d,470.77,18-12-2024 18:23,12.949221,77.566002,FALSE
user_1426,961d0e8b-4936-40c0-846b-d1488268cf88,19407.84,26-10-2024 03:00,12.200461,77.128298,FALSE
user_629,e610cc1e-728b-439c-bcf5-2530d5df6f78,14291.09,21-07-2025 14:21,12.69165,77.759065,FALSE
user_168,d8106cf7-38cc-4508-81c8-bfea7621ba00,16310.49,27-06-2025 23:01,12.978766,77.318499,FALSE
user_677,04e9c8c1-e3a1-43f2-b86a-2d1e34de017e,9328.24,08-06-2025 20:49,13.951504,77.263215,FALSE
user_2003,909b90c8-ae75-4085-95a0-064e27b09906,772.6,06-09-2025 13:54,13.616696,77.326478,FALSE
user_2888,7f55f08a-db8a-4d4a-b196-dafcc9dc8d51,251.1,09-02-2025 19:19,12.015828,77.203308,FALSE
user_1151,94fcae01-3736-4129-96e8-a5ccf06ff992,8157.25,24-12-2024 13:20,13.266152,77.481091,FALSE
user_951,52f85191-243f-477b-9f7c-c81fcde7a386,6447.87,11-12-2023 14:02,13.587324,77.838796,FALSE
user_32,4294f2c8-60bb-493e-a8db-195f50b71d06,15721.13,26-01-2024 06:38,12.687567,77.657285,FALSE
user_1268,1177c9c1-8db8-499e-b525-5a55353a21ee,9299.42,06-03-2025 23:58,12.400942,77.606782,FALSE
user_51,24e41e40-5871-4847-b05f-53e41d879dc2,2098.89,21-07-2025 07:16,12.328756,77.045579,FALSE
user_499,eec94d6d-024f-44b6-884c-4281cf461d80,7941.28,12-06-2024 14:17,12.377804,77.242397,FALSE
user_555,d409a43a-8dba-4859-9087-d8e7b6970b43,12162.24,25-11-2024 08:01,13.867287,77.781505,FALSE
user_2618,8ecc0de1-050c-41c9-84d1-98e3cea48d97,8476.16,09-05-2025 13:04,12.717454,77.412183,FALSE
user_2419,3b1334c2-4a0d-4bba-a166-292c2249b08e,16287.6,17-07-2025 07:19,12.011978,77.457718,FALSE
user_2868,de6f2e02-a432-4ac0-afeb-b147a97255a0,18004.03,30-08-2024 10:00,13.573828,77.067883,FALSE
user_983,b4ca30bb-8d66-463a-80ba-9a2945268d57,16906.64,19-06-2025 14:37,13.373689,77.71994,FALSE
user_2243,65263191-71e5-4802-a2e1-4b49d47361fc,566.51,29-10-2023 01:38,12.125298,77.7841,FALSE
user_2565,c7e0637c-d84e-4f53-b9ca-9e8c22dc9f32,627.58,23-05-2024 17:30,12.876817,77.703416,FALSE
user_779,a85d9ecd-7f0f-4ad2-82dd-b4e5815392c9,15674.65,23-03-2024 20:38,13.695306,77.644577,FALSE
user_155,b9926776-8c2b-4d1a-bac9-e5754014b44f,1658.3,14-09-2024 06:52,12.059353,77.475611,TRUE
user_1217,f377fef9-8797-455b-9629-c40fdabb34c2,13116.65,06-06-2024 18:44,12.872367,77.960831,FALSE
user_2591,756ba9b3-8de0-4a85-93f1-9ab737a1f582,8977.51,06-01-2025 21:18,13.605567,77.183105,FALSE
user_2818,48ff330c-53dc-4c9a-8bc4-1dd2fa80799e,973.78,09-06-2024 21:24,13.042001,77.40629,FALSE
user_2771,a9f1318e-6c32-437c-b747-95d58f55ea50,9979.75,09-05-2025 14:54,13.68776,77.897095,FALSE
user_1622,2bf6e84b-6d52-4a5e-a902-e4c3b9a5a320,15381.61,11-04-2025 02:16,13.811133,77.817787,FALSE
user_1882,88e2749e-8dbc-4a87-9c98-038d6f32165e,14931.79,22-08-2024 05:33,13.277356,77.673827,FALSE
user_1442,a380918f-21f8-4cf2-adbf-6c12f324f909,19812.98,07-11-2023 14:03,13.1248,77.505463,FALSE
user_174,8533c7ee-20f9-4816-b154-f071179fcde9,12412.97,05-06-2024 07:41,13.83778,77.033096,FALSE
user_2151,b69660ac-793e-49dd-8cf1-4496d34f3f65,10886.55,27-02-2024 21:57,13.493536,77.354409,FALSE
user_2658,8688981a-1554-4f5e-8662-3e166053369f,1512.98,17-07-2024 18:33,13.038778,77.201212,FALSE
user_1557,4b22c513-0623-4dc1-9b96-d1a1fe5f37e0,424.58,13-10-2023 19:02,12.818944,77.581286,FALSE
user_2583,82c88ba2-53c7-4c92-9b71-0fbb748169de,13137.3,02-06-2025 11:44,13.729394,77.853411,FALSE
user_1675,bca9a25a-b1cc-413d-a6df-a7b11e36e787,8554.8,07-05-2024 11:22,13.257884,77.181457,FALSE
user_2465,e90efaaf-6d7f-43ab-8443-1325cb2f43a8,7296.32,19-07-2025 09:47,12.016289,77.152997,FALSE
user_243,5b68629f-31dc-4e7a-b514-3ba40e47352b,13146.53,15-09-2024 05:44,13.761715,77.99051,FALSE
user_2988,205d9635-7593-42e1-8494-b0fe18233462,9681.21,21-11-2023 19:24,12.548441,77.928735,FALSE
user_2009,82217547-3d2c-4ea5-ab91-297d22ef5418,18115.32,30-09-2024 22:25,12.80136,77.344472,FALSE
user_620,8d3e92c7-8239-4780-b297-0acb9b0fb6f5,17632.43,28-10-2023 10:30,12.758485,77.195267,FALSE
user_2097,a0c33c8f-f5e3-44a4-8df1-8f6b048b8b99,2583.07,08-09-2024 13:02,12.131492,77.694426,FALSE
user_1836,2cde1de9-4e8e-4c84-86b3-b640942d2102,13796.4,28-01-2025 15:48,13.729087,77.397793,FALSE
user_2452,7c928c2d-6069-4232-a713-a3aa227e5921,2619.87,27-03-2025 03:01,12.341414,77.850774,FALSE
user_1261,93b093db-588e-4415-9c0a-006bc3535f02,1105.48,17-01-2025 22:40,12.161266,77.296143,FALSE
user_2467,a157c37f-7d7f-48fe-897d-9c96cdec1dd8,5872.28,13-08-2024 19:13,12.891104,77.127086,FALSE
user_876,eeb3ecfb-6455-4eed-9391-4d14e78fbb44,17788.65,24-05-2025 11:26,13.32522,77.637437,FALSE
user_2134,214d041e-0d82-48e0-819a-5dbe4b390392,11261.93,11-01-2025 19:01,12.83694,77.180167,FALSE
user_468,ac9f3e72-fdf5-45d2-84ab-c5aa850ce1e7,19668.76,24-07-2024 20:31,13.557467,77.567017,FALSE
user_1332,f0261e91-c381-4cfb-9d24-d177bb5fac23,12285.4,25-07-2024 06:20,13.040986,77.145064,FALSE
user_767,94dc26e7-8d22-495c-9375-9d78ab7b1e96,14983.15,05-01-2025 13:08,13.615953,77.401329,FALSE
user_2174,0e44cdf5-ca17-4c07-a5b6-4999680ad07c,16209.27,19-08-2025 16:57,12.017986,77.991875,FALSE
user_1177,e06f1e62-f8c6-473d-b49e-52abfb7b0ad5,5084.08,29-12-2024 09:45,12.011924,77.675503,FALSE
user_1779,dd662fc6-b0a4-40ab-8a63-45d557794c2a,5714.84,14-04-2024 04:47,13.619311,77.555259,FALSE
user_138,457cfcd4-9cba-4adc-994c-4fd87f1260cd,11577.23,19-02-2024 02:15,12.590271,77.954646,FALSE
user_1742,cc3c9ec1-9c02-470b-884d-9b67460703c3,18003.87,21-07-2025 23:32,12.107479,77.433621,FALSE
user_838,6db9b758-1eda-4809-97b8-bd2ddc808117,10059.12,08-02-2024 15:11,12.545227,77.72846,TRUE
user_1995,6f6e4f2b-3e3e-48af-b470-84537c9ca10b,13650.97,17-08-2024 17:10,12.276182,77.456219,FALSE
user_295,426d0cc0-dc24-44fd-9e5e-7a35ee834d8f,19393.03,31-05-2025 21:15,13.791865,77.113732,FALSE
user_2022,b9205fa1-2f9f-4f6b-a34f-29032c271505,16208.57,31-10-2024 17:17,13.225383,77.488416,FALSE
user_2478,58d6cc3e-c10e-4dec-845e-e6a4261e6b58,16698.06,18-08-2025 22:20,12.764165,77.193347,FALSE
user_1642,d25c3f2c-b436-418f-9afa-65d8c77d4639,5466.5,11-06-2024 07:49,12.066647,77.217141,FALSE
user_1415,9bb31aae-6b3a-4a90-b93d-42dfa1251b55,9632.25,19-10-2023 07:02,13.287145,77.213334,FALSE
user_2655,2513fc0f-efce-4703-a0ac-bc4cdc767c99,3850.35,28-08-2024 13:31,12.796352,77.955989,FALSE
user_2819,0b8f5fa5-2d5b-4169-b2cc-8801fc6a4e40,16094.17,18-06-2024 19:19,12.22691,77.633592,FALSE
user_81,e6d0f709-7402-496a-8ae2-027790590f3a,2246.93,05-01-2024 13:26,13.744345,77.67699,FALSE
user_1237,dfc4f1c4-48a9-4e0b-9454-72bd1404d1de,15267.15,27-08-2025 20:48,12.47906,77.323917,FALSE
user_1452,481024c5-13c6-481c-9360-e3afa24a2a65,16969.7,30-01-2024 05:15,13.093855,77.780864,FALSE
user_700,bdafc5f3-93f0-4474-aaf1-ed28bf8e9f99,19554.04,15-08-2024 13:31,13.383527,77.744016,FALSE
user_2987,22e3e4cc-ade0-4e5d-aed7-3395ae0ccb1f,18886.95,22-05-2024 14:27,12.014117,77.325768,FALSE
user_2177,7cac4ce2-d79a-4f3f-87ff-767dc57ff77a,6760.12,14-12-2023 10:54,13.799073,77.548869,FALSE
user_2151,4a8129d5-acc7-49bd-aed4-c34ef483a007,9573.2,30-03-2025 09:03,12.854448,77.55605,FALSE
user_1832,91626f8f-ec05-4d21-8b6b-e13052658330,13480.19,15-05-2024 01:28,12.386658,77.628425,FALSE
user_302,b4de8203-da6a-411d-ba89-0e894a7cd853,18430.91,30-07-2024 08:00,12.661982,77.134358,FALSE
user_1543,487adff8-cf76-4988-9e68-5739bc6959cf,11635.29,27-09-2024 12:38,13.291585,77.807806,FALSE
user_2611,148ead94-4850-46eb-aa39-10a1a451e29c,12846.31,24-07-2024 11:32,13.066517,77.49467,FALSE
user_731,b5f75d86-8ea9-4928-9f27-04a8bf7de2e3,10302.58,28-02-2025 18:36,13.332691,77.348531,FALSE
user_2804,a53784f1-3b55-4aaf-a194-175a31509546,10323.85,27-11-2023 12:05,12.466834,77.255356,TRUE
user_1160,28f3d77f-5693-4d5c-b33f-a4cee35f08a4,16442.44,21-01-2024 17:08,13.260127,77.406306,FALSE
user_1322,d31824bd-e9e1-41fb-bb42-45e111deb966,16574.78,06-10-2024 10:52,12.19712,77.208878,FALSE
user_2888,15619a96-5148-44ac-bfd9-c5e687d73054,9389.72,25-06-2025 18:06,13.778767,77.456479,FALSE
user_1695,3b75b8be-9936-4922-8432-d823b0cc43f5,8044.35,26-01-2025 15:20,13.722347,77.91098,FALSE
user_905,dc5182f9-fba2-478b-b463-0227346bdf24,11271.24,19-03-2025 00:48,12.633339,77.237251,FALSE
